Principio Activo,Cantidad de Medicamentos,Nombre en Inglés
AGUA PURIFICADA C.S.P.,5,N/A
AZITROMICINA DIHIDRATO EQUIVALENTE A AZITROMICINA ANHIDRA,5,N/A
ROSUVASTATINA CALCICA EQUIVALENTE A ROSUVASTATINA BASE,5,N/A
CALCITONINA SINTETICA DE SALMON,5,N/A
VITAMINA C RECUBIERTA,5,N/A
FLUNARIZINA,5,N/A
CLORHIDRATO DE PIRIDOXINA USP,5,N/A
PROPILENGLICOL,5,N/A
EXTRACTO FLUIDO DE RUIBARBO AL 20%,5,N/A
ACIDO ACETICO GLACIAL,5,N/A
AMLODIPINO BESILATO,5,N/A
CIPROFLOXACINA BASE,5,N/A
AMOXICILINA,5,Amoxicillin
NAPROXEN,5,N/A
ACIDO RETINOICO,5,N/A
AMPICILINA SODICA EQUIVALENTE A AMPICILINA BASE,5,N/A
CLORURO DE ZINC,5,N/A
VINCRISTINA SULFATO,5,N/A
BILIS DE BUEY,5,N/A
DICLOXACILINA,5,N/A
ACETAMINOFEN POLVO,5,N/A
SALICILATO DE METILO NF,5,N/A
METOCLOPRAMIDA CLORHIDRATO EQUIVALENTE A METOCLOPRAMIDA,5,N/A
DEXTROSA HIDRATADA,5,N/A
ACETATO DE MEDROXIPROGESTERONA,5,N/A
PRILOCAINA,5,N/A
BETAMETILDIGOXINA,5,N/A
ALENDRONATO SODICO TRIHIDRATO EQUIVALENTE A ACIDO ALENDRONICO,5,N/A
MALEATO DE CARBINOXAMINA,5,N/A
ERITROMICINA ETILSUCCINATO EQUIVALENTE A ERITROMICINA BASE,5,N/A
LEVOTIROXINA SÓDICA,5,N/A
ACETATO DE PREDNISOLONA,5,N/A
CLORHIDRATO DE METFORMINA,5,N/A
CLORHIDRATO DE DILTIAZEM,5,N/A
ACEITE DE CANOLA,5,N/A
FUROATO DE MOMETASONA,5,N/A
L-MENTOL,5,N/A
ACIDO PANTOTENICO (PANTOTENATO DE CALCIO),5,N/A
CAFEÍNA ANHIDRA,5,N/A
DICLOXACILINA SODICA EQUIVALENTE A DICLOXACILINA BASE,5,N/A
MAPROTILINA CLORHIDRATO,5,N/A
BROMURO DE IPRATROPIO,5,N/A
IMIPRAMINA CLORHIDRATO,5,N/A
CLORURO DE CALCIO DIHIDRATADO USP,5,N/A
PRAMOXINA CLORHIDRATO,5,N/A
ACICLOVIR USP,5,N/A
DIHIDROERGOTOXINA MESILATO,5,N/A
BISACODILO,5,N/A
BETACAROTENO EQUIVALENTE A VITAMINA A,5,N/A
CLINDAMICINA FOSFATO EQUIVALENTE A CLINDAMICINA,5,N/A
CLIOQUINOL,5,N/A
SULFATO DE BARIO,5,N/A
CEFACLOR MONOHIDRATO EQUIVALENTE A CEFACLOR ANHIDRO,5,N/A
PROCAINA CLORHIDRATO,5,N/A
CEFALEXINA MONOHIDRATO EQUIVALENTE A CEFALEXINA BASE,5,N/A
ACETAMINOFEN (PARACETAMOL),5,N/A
ESCITALOPRAM OXALATO EQUIVALENTE A ESCITALOPRAM,5,N/A
BIFONAZOL,5,N/A
ALCANFOR USP,5,N/A
BORO,5,N/A
CICLOBENZAPRINA CLORHIDRATO,5,N/A
FLUTAMIDA,5,N/A
SILDENAFILO CITRATO EQUIVALENTE A SILDENAFILO,5,N/A
ETODOLACO,5,N/A
CLORHIDRATO DE MEPIVACAINA,5,N/A
OXIPURINA,4,N/A
ACEMETACINA,4,N/A
PROPIONATO DE CLOBETASOL,4,N/A
HIDROSULFITO DE SODIO,4,N/A
HIDROCORTISONA ACETATO,4,N/A
NIFUROXACIDA,4,N/A
ASCORBATO DE SODIO,4,N/A
BUTILBROMURO DE HIOSCINA,4,N/A
ÁCIDO ASCORBICO,4,N/A
FOSFATO TRICALCICO,4,N/A
ACEITE DE SOYA PURIFICADO,4,N/A
ACIDO FOLICO USP,4,N/A
PROGESTERONA MICRONIZADA,4,N/A
ACIDO FOSFORICO,4,N/A
SULFATO DE SODIO ANHIDRO,4,N/A
ACEITE ESENCIAL DE EUCALIPTO,4,N/A
CLOTRIMAZOL POLVO,4,N/A
PENICILINA G CLEMIZOL,4,N/A
CASCARA SAGRADA,4,N/A
EXTRACTO DE BILIS DE BUEY,4,N/A
TRIPTÓFANO,4,N/A
GLUCOSAMINA SULFATO SODIO CLORURO,4,N/A
CEFRADINA ESTERIL,4,N/A
CLORURO DE CALCIO 2H2O,4,N/A
AGUA PARA INYECCION C.S.P.,4,N/A
DICLOFENACO POTÁSICO,4,N/A
LACTATO SODICO,4,N/A
DIHIDROERGOTAMINA MESILATO,4,N/A
CLOPIDOGREL BISULFATO EQUIVALENTE A CLOPIDOGREL BASE,4,N/A
RIBOFLAVINA BASE,4,N/A
EZETIMIBE,4,N/A
SULFATO DE SODIO,4,N/A
ACIDO SALICÍLICO,4,N/A
FLUORURO DE SODIO USP,4,N/A
RANITIDINA CLORHIDRATO EQUIVALENTE A RANITIDINA,4,N/A
BROMURO DE VECURONIO,4,N/A
DIPROPIONATO DE BECLOMETASONA,4,N/A
CLORFENIRAMINA,4,N/A
NAPROXENO SODICO (EQUIVALENTE A 500 MG DE NAPROXENO BASE),4,N/A
SULTAMICILINA BASE,4,N/A
ACIDO ZOLEDRONICO MONOHIDRATO EQUIVALENTE A ACIDO ZOLEDRONICO,4,N/A
GLUCOMANNAN,4,N/A
TERBINAFINA,4,N/A
EXTRACTO FLUIDO DE CASCARA SAGRADA AL 20%,4,N/A
SULFATO DE AMIKACINA EQUIVALENTE A AMIKACINA,4,N/A
L-LISINA,4,N/A
DEXTROSA MONOHIDRATADA,4,N/A
CIPROFLOXACINA CLORHIDRATO EQUIVALENTE A CIPROFLOXACINA BASE,4,N/A
PRAVASTATINA SÓDICA,4,N/A
ACIDO L- ASPARTICO,4,N/A
ACECLOFENACO,4,N/A
PIRIMETAMINA,4,N/A
TRIMETOPRIN,4,N/A
ATORVASTATINA CÁLCICA TRIHIDRATO EQUIVALENTE A ATORVASTATINA,4,N/A
CLORURO DE CROMO EQUIVALENTE A CROMO,4,N/A
HIDROMORFONA CLORHIDRATO,4,N/A
TICLOPIDINA CLORHIDRATO,4,N/A
PIROXICAM MICRONIZADO,4,N/A
TINTURA DE RUIBARBO,4,N/A
LOPERAMIDA,4,N/A
DASATINIB,4,N/A
TRIMETROPIN,4,N/A
ESTRADIOL HEMIHIDRATO,4,N/A
LANZOPRAZOL,4,N/A
VORICONAZOL,4,N/A
ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,4,N/A
INTERFERON ALFA 2B,4,N/A
DICLOXACILINA SODICA,4,N/A
ISOCONAZOL NITRATO,4,N/A
ADAPALENE,4,N/A
HIDRALAZINA CLORHIDRATO,4,N/A
TIAMINAMONONITRATO,4,N/A
GLUCONO LACTATO DE CALCIO ORAL,4,N/A
ATAZANAVIR SULFATO EQUIVALENTE A ATAZANAVIR,4,N/A
FENOL,4,N/A
AMPICILINA SÓDICA EQUIVALENTE A AMPICILINA BASE,4,N/A
ZALCITABINA,4,N/A
FLUDARABINA FOSFATO,4,N/A
ISRADIPINO,4,N/A
ACIDO ASCORBICO USP,4,N/A
CITRATO DE POTASIO,4,N/A
INMUNOGLOBULINA HUMANA NORMAL DE PLASMA VENOSO,4,N/A
BENOXINATO CLORHIDRATO,4,N/A
LECITINA DE SOYA,4,N/A
AMPICILINA,4,N/A
LOSARTANPOTÁSICO,4,N/A
SUBSALICILATO DE BISMUTO,4,N/A
CLOTRIMAZOL MICRONIZADO,4,N/A
SULFATO DE VINCRISTINA,4,N/A
GUAYACOL,4,N/A
AMPICILINA BASE,4,N/A
MILRINONA,4,N/A
VITAMINA B 2,4,N/A
GLUCONATO DE CALCIO,4,N/A
N- ACETILCISTEINA,4,N/A
OXIBUTININA CLORHIDRATO,4,N/A
DIGOXINA,4,N/A
UREA,4,N/A
DEXAMETASONA SODIO FOSFATO EQUIVALENTE A DEXAMETASONA BASE,4,N/A
TIMOLOL MALEATO,4,N/A
CLORHIDRATO DE DIFENHIDRAMINA,4,N/A
CLAVULANATO POTASICO EQUIVALENTE A ACIDO CLAVULANICO,4,N/A
AMBROXOL HCL,4,N/A
GENTAMICINA SULFATO,4,N/A
SULFATO FERROSO EQUIVALENTE A HIERRO ELEMENTAL,4,N/A
CEFALEXINA MONOHIDRATO EQUIVALENTE A CEFALEXINA ANHIDRA,4,N/A
ANASTROZOL,4,N/A
TIOPENTAL SODICO,4,N/A
GLICLAZIDA,4,N/A
AMPICILINA SODICA,4,N/A
TIMOLOL MALEATO EQUIVALENTE A TIMOLOL BASE,4,N/A
SIBUTRAMINA CLORHIDRATO MONOHIDRATO,4,N/A
ALCOHOL ISOPROPILICO,4,N/A
MONTELUKAST SODICO EQUIVALENTE A MONTELUKAST,4,N/A
SULFATO FERROSO DESECADO,4,N/A
ACEITE DE TREMENTINA,4,N/A
LEVOSULPIRIDE,4,N/A
FENILEFRINA HCL,4,N/A
DOLASETRON MESILATO,4,N/A
GEMCITABINA CLORHIDRATO EQUIVALENTE A GEMCITABINA BASE,4,N/A
PRAMIPEXOL DICLORHIDRATO MONOHIDRATO,4,N/A
ERGOTAMINA TARTRATO,4,N/A
ÁCIDO BÓRICO,4,N/A
CLOPIDOGREL BISULFATO EQUIVALENTE A CLOPIDOGREL,4,N/A
AZELASTINA CLORHIDRATO,4,N/A
CLORHIDRATO DE BUPIVACAINA,4,N/A
TEMOZOLOMIDA,4,N/A
TIOCOLCHICÓSIDO,4,N/A
ACIDO AZELAICO,4,N/A
FLUOROURACILO,4,N/A
VITAMINA B2 (RIBOFLAVINA 5-FOSFATO),4,N/A
NIACINAMIDA USP,4,N/A
PIROXICAM USP,4,N/A
ERITROMICINA ESTEARATO EQUIVALENTE A ERITROMICINA BASE,4,N/A
MOLIBDATO DE SODIO EQUIVALENTE A MOLIBDENO,4,N/A
COLESTIRAMINA,4,N/A
TRIMETROPRIM,4,N/A
RANITIDINA,4,N/A
LEVONOGESTREL,4,N/A
DIOXIDO DE TITANIO,4,N/A
AMPICILINA SODICA ESTERIL EQUIVALENTE A AMPICILINA BASE,4,N/A
ACIDO RETINOICO (TRETINOINA),4,N/A
MICOFENOLATO DE MOFETILO,4,N/A
SULFATO DE MORFINA,4,N/A
RABEPRAZOL SODICO,4,N/A
CLORURO DE CROMO HEXAHIDRATADO EQUIVALENTE A CROMO,4,N/A
BENCIDAMINA CLORHIDRATO,4,N/A
L-LISINA CLORHIDRATO,4,N/A
DEXAMETASONA SODIO FOSFATO EQUIVALENTE A DEXAMETASONA FOSFATO,4,N/A
CEFADROXILO MONOHIDRATO EQUIVALENTE A CEFADROXILO,4,N/A
LISINA (CLORHIDRATO),4,N/A
PECTINA CITRICA,4,N/A
AMOXICILINA SODICA EQUIVALENTE A AMOXICILINA,4,N/A
PROGESTERONA,4,N/A
ADRENALINA,4,N/A
GLUCONATO FERROSO,4,N/A
VITAMINA B2 (RIBOFLAVINA 5 FOSFATO),4,N/A
CLORURODE POTASIO,4,N/A
TIAMINA CLORHIDRATO USP,4,N/A
CIPROFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINO BASE,4,N/A
VITAMINAB12,4,N/A
OCTREOTIDA,4,N/A
RAMIPRIL,4,N/A
FOSFATO DE POTASIO DIBASICO ANHIDRO USP,4,N/A
AMPICILINA TRIHIDRATO EQUIVALENTE A AMPICILINA ANHIDRA,4,N/A
POLIETILENGLICOL 400,4,N/A
GUAYACOLATO DE GLICERILO (GUAIFENESINA),4,N/A
RALOXIFENO CLORHIDRATO,4,N/A
VITAMINA D (COLECALCIFEROL),4,N/A
EXTRACTO FLUIDO DE BOLDO AL 20%,4,N/A
PANTOTENATO DE CALCIO USP,4,N/A
SELEGILINA CLORHIDRATO,4,N/A
FLUORURO DE SODIO EQUIVALENTE A FLUOR,4,N/A
RISEDRONATO SODICO,4,N/A
EFEDRINA CLORHIDRATO,4,N/A
FOSFATO DE POTASIO DIBASICO ANHIDRO,4,N/A
TOBRAMICINA BASE,4,N/A
EUCALIPTOL NF,4,N/A
RIBAVIRINA,4,N/A
ÁCIDO SALICÍLICO,4,N/A
ERITROPOYETINA HUMANA RECOMBINANTE,4,N/A
DANAZOL,4,N/A
IMATINIB MESILATO EQUIVALENTE A IMATINIB,4,N/A
NELFINAVIR MESILATO EQUIVALENTE A NELFINAVIR,4,N/A
METRONIDAZOL BENZOIL,4,N/A
BRIMONIDINA TARTRATO,4,N/A
CIPROFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINO,4,N/A
POLIETILENGLICOL 3350,4,N/A
ATORVASTATINA CALCICA AMORFA EQUIVALENTE A ATORVASTATINA BASE,4,N/A
DEXTROSA ANHIDRA USP,4,N/A
SULFURO DE SELENIO,4,N/A
CABERGOLINA,4,N/A
GEMCITABINA CLORHIDRATO EQUIVALENTE A GEMCITABINA,4,N/A
GLICERIL GUAYACOLATO,4,N/A
CARBOXIMETILCISTEINA,4,N/A
CLORURO DE POTASIO EQUIVALENTE A POTASIO,4,N/A
OXITOCINA,4,N/A
NITROFURANTOINA MACROCRISTALES,4,N/A
VITAMINAD,4,N/A
INDINAVIR SULFATO EQUIVALENTE A INDINAVIR,4,N/A
CEFACLOR MONOHIDRATO EQUIVALENTE A CEFACLOR,4,N/A
TERCONAZOL,4,N/A
CLORURO DE SODIOUSP,4,N/A
NIMODIPINA,4,N/A
SALCATONINA,4,N/A
CALCITONINA DE SALMON SINTETICA,4,N/A
CAPECITABINA,4,N/A
CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A VITAMINA B6,4,N/A
FENOLFTALEINA,4,N/A
COLCHICINA,4,N/A
CLORURODESODIO,4,N/A
SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA,4,N/A
MICONAZOL NITRATO,4,N/A
CETERIZINA DICLORHIDRATO,4,N/A
TIAMINACLORHIDRATO,4,N/A
ALBUMINA HUMANA,4,N/A
TOXOIDE DIFTERICO,4,N/A
HIOSCINA N-BUTIL BROMURO,4,N/A
TIMOLOL MALEATO EQUIVALENTE A TIMOLOL,4,N/A
FUMARATO FERROSO EQUIVALENTE A HIERRO ELEMENTAL,4,N/A
OXIDO DE MAGNESIO,4,N/A
ATRACURIO BESILATO,4,N/A
PENICILINA G BENZATINICA EQUIVALENTE A PENICILINA G,4,N/A
FLUNARIZINA CLORHIDRATO EQUIVALENTE A FLUNARIZINA,4,N/A
CLORHIDRATO DE PIRIDOXINA (VITAMINA B6),4,N/A
VITAMINA E 50%,4,N/A
BACLOFENO,4,N/A
CIPROFLOXACINA CLORHIDRATO EQUIVALENTE A CIPROFLOXACINA,4,N/A
CISAPRIDE,4,N/A
CLORURO DE MAGNESIO HEXAHIDRATO,4,N/A
METOCARBAMOL USP,3,N/A
ANFOTERICINA B,3,N/A
SULFATO DE MAGNESIO ANHIDRO,3,N/A
ACETATO SÓDICO TRIHIDRATADO,3,N/A
SACARINA SODICA,3,N/A
LOPINAVIR,3,N/A
ENOXAPARINASODICA,3,N/A
TOXOIDE TETANICO ADSORBIDO,3,N/A
MOLIBDENO (COMO MOLIBDATO DE SODIO),3,N/A
PARACETAMOL (ACETAMINOFEN),3,N/A
AMPICILINA SODICA ESTERIL EQUIVALENTE A AMPICILINA,3,N/A
HIDROXIDO DE MAGNESIO USP,3,N/A
AMOXICILINA TRIHIDRATADA EQUIVALENTE A AMOXICILINA ANHIDRA,3,N/A
BESILATO DE CISATRACURIO (EQUIVALENTE A CISATRACURIO BASE),3,N/A
IBUPROFENO MICRONIZADO,3,N/A
TIZANIDINA CLORHIDRATO EQUIVALENTE A TIZANIDINA BASE,3,N/A
DIOXIDO DE SILICIO EQUIVALENTE A SILICIO,3,N/A
CROMO (CLORURO DE CROMO),3,N/A
METOCLOPRAMIDA CLORHIDRATO EQUIVALENTE A METOCLOPRAMIDA BASE,3,N/A
LACTOSA MONOHIDRATO,3,N/A
CLORURO DE ZINC USP,3,N/A
CETERIZINA CLORHIDRATO,3,N/A
SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA BASE,3,N/A
FENOBARBITAL ACIDO,3,N/A
AMONIO CLORURO,3,N/A
CLINDAMICINA FOSFATO,3,N/A
ENALAPRIL MALEATO EQUIVALENTE A ENALAPRIL,3,N/A
COLECALCIFEROL,3,N/A
PANTOTENATO DE CALCIO (EQUIVALENTE A ACIDO PANTOTENICO),3,N/A
SELENIO (COMO SELENATO DE SODIO),3,N/A
ACIDO DEHIDROCOLICO,3,N/A
L- ISOLEUCINA,3,N/A
CLORURO DE SODIO BP,3,N/A
CLORHIDRATO DE DULOXETINA EQUIVALENTE A DULOXETINA,3,N/A
NEOSTIGMINA METILSULFATO,3,N/A
ENANTATO DE NORETISTERONA,3,N/A
BETAMETASONA SODIO FOSFATO,3,N/A
EFMOROCTOCOG ALFA (FACTOR DE COAGULACIÓN VIII (RECOMBINANTE). PROTEÍNA DE FUSIÓN FC [RFVIIIFC]),3,N/A
LISINOPRIL ANHIDRO,3,N/A
ETANOL,3,N/A
PIRIDOXINA HCL,3,N/A
PIRIDOXINA CLORHIDRATO (B6),3,N/A
VANADIO,3,N/A
CANAGLIFLOZINA,3,N/A
MOLIBDATO DE AMONIO,3,N/A
LORATADINA BASE,3,N/A
DIOSMECTITA,3,N/A
FENAZOPIRIDINA CLORHIDRATO,3,N/A
BROMURO ROCURONIO,3,N/A
CLORHIDRATO DE DOXORUBICINA,3,N/A
ACETATO DE CALCIO,3,N/A
CROTAMITÓN,3,N/A
EXEMESTANO,3,N/A
EXTRACTO DE RUIBARBO,3,N/A
AMANTADINA CLORHIDRATO,3,N/A
OXACILINA SODICA ESTERIL EQUIVALENTE A OXACILINA BASE,3,N/A
CETRIMIDA,3,N/A
NOMEGESTROL ACETATO,3,N/A
BICARBONATO DE SODIO USP,3,N/A
TIRILAZAD MESILATO,3,N/A
CLOXAZOLAM,3,N/A
ADAPALENO,3,N/A
SULBACTAM SODICO EQUIVALENTE A SULBACTAM BASE,3,N/A
CISAPRIDA MONOHIDRATO EQUIVALENTE A CISAPRIDA BASE,3,N/A
MALEATO DE TIMOLOL EQUIVALENTE A TIMOLOL BASE,3,N/A
SECNIDAZOL MICRONIZADO,3,N/A
VITAMINA D 3,3,N/A
GLICERINA USP,3,N/A
CICLOFOSFAMIDA,3,N/A
METRONIDAZOL BENZOILO EQUIVALENTE A METRONIDAZOL,3,N/A
FOSFATO DE CALCIO EQUIVALENTE A FOSFORO,3,N/A
SIMETICONA (DIMETILPOLISILOXANO),3,N/A
IOPAMIDOL,3,N/A
ARMODAFINILO,3,N/A
RANITIDINA CLORHIDRATO (EQUIVALENTE A RANITIDINA BASE),3,N/A
ACETATO DE LISINA,3,N/A
DICLOXACILINA SODICA (EQUIVALENTE A 500 MG DE DICLOXACILINA BASE),3,N/A
ADRENALINA CLORHIDRATO EQUIVALENTE A ADRENALINA BASE,3,N/A
VITAMINA K (FITOMENADIONA),3,N/A
L- ALANINA,3,N/A
RIVASTIGMINA BASE (MATRIZ FARMACO),3,N/A
CIMETIDINA,3,N/A
TARTRATO DE RIVASTIGMINA EQUIVALENTE A RIVASTIGMINA BASE,3,N/A
YODO (YODURO DE POTASIO),3,N/A
ETOFENAMATO,3,N/A
FACTOR IX HUMANO,3,N/A
PAMOATO DE OXANTEL EQUIVALENTE A OXANTEL,3,N/A
ROKITAMICINA,3,N/A
5-FLUOROURACILO,3,N/A
LUMEFANTRINA,3,N/A
LISINA,3,N/A
IPRIFLAVONA,3,N/A
AGUA PARA INYECCIÓN C.S.P.,3,N/A
ESENCIA DE EUCALIPTUS,3,N/A
KETOTIFENO,3,N/A
DEXTRANO 70,3,N/A
VECURONIO BROMURO,3,N/A
FLUORESCEINA SODICA,3,N/A
EUGENOL,3,N/A
ACIDO NALIDIXICO,3,N/A
ZINC (OXIDO DE ZINC),3,N/A
LEVULINATO DE CALCIO,3,N/A
AMPICILINA SÓDICA ESTÉRIL EQUIVALENTE A AMPICILINA BASE,3,N/A
L-CARNITINA SAL INTERNA,3,N/A
MANGANESO (SULFATO DE MANGANESO),3,N/A
L-ACIDO ASPARTICO,3,N/A
SULFATO DE COBRE PENTAHIDRATADO EQUIVALENTE A COBRE,3,N/A
PIROXICAMMICRONIZADO,3,N/A
LAURIL SULFATO DE SODIO,3,N/A
D-PANTENOL,3,N/A
CALCIO CARBONATO EQUIVALENTE A CALCIO,3,N/A
METOTREXATE,3,N/A
SUMATRIPTAN,3,N/A
PEROXIDO DE HIDROGENO AL 50%,3,N/A
CLOTRIMAZOL USP,3,N/A
SULBACTAM SÓDICO EQUIVALENTE A SULBACTAM,3,N/A
LOSARTAN POTÁSICO,3,N/A
UNDECILINATO DE ZINC,3,N/A
GLUCOSAMINA SULFATO CLORURO POTASIO EQUIVALENTE A GLUCOSAMINA SULFATO,3,N/A
MODAFINIL,3,N/A
NIACINA (NIACINAMIDA),3,N/A
TACROLIMUS,3,N/A
AMBROXOL,3,N/A
OXIGENO,3,N/A
CERIVASTATINA,3,N/A
DEXAMETASONA ACETATO EQUIVALENTE A DEXAMETASONA BASE,3,N/A
CLORHIDRATO DE EPIRUBICINA,3,N/A
NITROGLICERINA,3,N/A
CARBOCISTEINA,3,N/A
MUPIROCINA,3,N/A
AGUA ESTERIL PARA INYECCION,3,N/A
ISOFLURANO,3,N/A
VITAMINA C (ÁCIDO ASCÓRBICO),3,N/A
AMPICILINA ANHIDRA,3,N/A
SERTACONAZOL NITRATO,3,N/A
VITAMINA B12 (CIANOCOBOLAMINA),3,N/A
BROMURO DE OTILONIO,3,N/A
MALEATO DE ENALAPRIL,3,N/A
CLORHIDRATO DE AMBROXOL,3,N/A
LACTATO DE SODIO AL 60% EQUIVALENTE A LACTATO DE SODIO,3,N/A
L-ACIDO GLUTAMICO,3,N/A
ETAMBUTOL CLORHIDRATO,3,N/A
PRAMIVERINA CLORHIDRATO,3,N/A
LAURILSULFATO DE SODIO,3,N/A
ARTEMETERO,3,N/A
EXTRACTO DE BOLDO,3,N/A
CEFOPERAZONA SODICA EQUIVALENTE A CEFOPERAZONA,3,N/A
KETOTIFENO FUMARATO,3,N/A
PIRIDOXINA CLORHIDRATO(VITAMINA B6),3,N/A
RIBOFLAVINA VITAMINA B2,3,N/A
DOBUTAMINA CLORHIDRATO EQUIVALENTE A DOBUTAMINA,3,N/A
SERTRALINA CLORHIDRATO,3,N/A
IODURO DE POTASIO,3,N/A
UNDECILENATO DE ZINC,3,N/A
CLORHIDRATO DE DOPAMINA USP,3,N/A
CEFTRIAXONA,3,N/A
ERITROMICINA ETIL SUCCINATO EQUIVALENTE A ERITROMICINA BASE,3,N/A
MODAFINILO,3,N/A
VITAMINA B 1 (TIAMINA CLORHIDRATO),3,N/A
CLORO,3,N/A
ETOMIDATO,3,N/A
VITAMINA D (ERGOCALCIFEROL),3,N/A
SULFATO DE COBRE,3,N/A
METILDOPA,3,N/A
EXTRACTO FLUIDO (1:1) DE RUIBARBO (RHEUM PALMATUM),3,N/A
PENICILINA G SODICA ESTERIL EQUIVALENTE A PENICILINA G,3,N/A
NOSCAPINA,3,N/A
CEFADROXILO,3,N/A
VERAPAMIL CLORHIDRATO,3,N/A
ENALAPRIL MALEATO USP,3,N/A
PRANLUKAST HEMIHIDRATADO,3,N/A
CIANOCOBALAMINA USP,3,N/A
IMIQUIMOD,3,N/A
L- VALINA,3,N/A
TACROLIMUS MONOHIDRATADO EQUIVALENTE A TACROLIMUS,3,N/A
POLISORBATO 80,3,N/A
2-FENOXIETANOL,3,N/A
MIDAZOLAM CLORHIDRATO EQUIVALENTE A MIDAZOLAM,3,N/A
GLUCONATO DE ZINC,3,N/A
CLINDAMICINA FOSFATO EQUIVALENTE A CLINDAMICINA BASE 600 MG,3,N/A
CASCARA DE SEMILLA DE PSYLLIUM,3,N/A
PIRITINOL DICLORHIDRATO MONOHIDRATO,3,N/A
CLOBAZAM,3,N/A
SELENITO DE SODIO,3,N/A
TIAMINA MONONITRATO EQUIVALENTE A VITAMINA B1,3,N/A
BETAMETASONA DIPROPIONATO EQUIVALENTE A BETAMETASONA,3,N/A
DL-ALFATOCOFERIL ACETATO (VITAMINA E SINTETICA),3,N/A
AMOXICILINA TRIHIDRATO (EQUIVALENTE A AMOXICILINA BASE 500 MG),3,N/A
ETIONAMIDA,3,N/A
TOBRAMICINA USP,3,N/A
TRIMEGESTONA,3,N/A
MEDROXIPROGESTERONA ACETATO,3,N/A
GENTAMICINA,3,N/A
AESCINA AMORFA,3,N/A
TROPICAMIDA,3,N/A
HIDROXIDO DE ALUMINIO GEL SECO,3,N/A
RIVOFLAVINA,3,N/A
ACIDO L-GLUTAMICO,3,N/A
LORNOXICAM,3,N/A
METIL BROMURO DE HOMATROPINA,3,N/A
CONDROITINA SULFATO DE SODIO,3,N/A
MINOCICLINA CLORHIDRATO EQUIVALENTE A MINOCICLINA BASE,3,N/A
TERBINAFINA CLORHIDRATO EQUIVALENTE A TERBINAFINA BASE,3,N/A
IODO,3,N/A
MALEATO DE ENALAPRIL USP,3,N/A
SULFATO DE MANGANESO MONOHIDRATADO EQUIVALENTE A MANGANESO,3,N/A
OXIDO DE COBRE EQUIVALENTE A COBRE,3,N/A
FENOFIBRATO,3,N/A
PROMESTRIENO,3,N/A
CLORHEXIDINA DIGLUCONATO 20%,3,N/A
ALPROSTADIL,3,N/A
MOSAPRIDA CITRATO,3,N/A
EXTRACTO DE CASCARA SAGRADA,3,N/A
CIPROFIBRATO,3,N/A
PROPERICIAZINA,3,N/A
INDINAVIR SULFATO EQUIVALENTE A INDINAVIR BASE,3,N/A
FENITOINA,3,N/A
SILICIO,3,N/A
DEXTROSA MONOHIDRATO USP,3,N/A
BORATO DE SODIO,3,N/A
GLUCOSA MONOHIDRATADA,3,N/A
CLORHIDRATO DE PROPRANOLOL,3,N/A
YODOPOVIDONA POLVO,3,N/A
LEVOMEPROMAZINA MALEATO EQUIVALENTE A LEVOMEPROMAZINA BASE,3,N/A
VENLAFAXINA CLORHIDRATO EQUIVALENTE A VENLAFAXINA,3,N/A
RACECADOTRIL,3,N/A
CLORURO DE MAGNESIO 6 H2O,3,N/A
OXIDO DE CINC,3,N/A
OSELTAMIVIR FOSFATO EQUIVALENTE A OSELTAMIVIR,3,N/A
LIDOCAINA CLORHIDRATO MONOHIDRATO,3,N/A
CIANOCOBALAMINA (B12),3,N/A
HIALURONATO SODICO,3,N/A
DICLOFENACOSÓDICO,3,N/A
DEXTRAN 70,3,N/A
SULFATO FERROSO DESECADO EQUIVALENTE A HIERRO ELEMENTAL,3,N/A
SULFATO FERROSO ANHIDRO EQUIVALENTE A HIERRO ELEMENTAL,3,N/A
SULTAMICILINA TOSILATO EQUIVALENTE A SULTAMICILINA BASE,3,N/A
CISAPRIDA MONOHIDRATO,3,N/A
ÁCIDO ACETIL SALICÍLICO,3,N/A
PREDNISOLONA ACETATO,3,N/A
YODO METALICO,3,N/A
SUMATRIPTAN SUCCINATO EQUIVALENTE A SUMATRIPTAN BASE,3,N/A
PAMIDRONATO DISODICO PENTAHIDRATADO EQUIVALENTE A PAMIDRONATO DISODICO ANHIDRO,3,N/A
CLORHIDRATO DE PSEUDOEFEDRINA USP,3,N/A
NITROFURANTOINA,3,N/A
DEXTROSA MONOHIDRATO EQUIVALENTE A DEXTROSA ANHIDRA,3,N/A
HIDROXIDO DE SODIO NF,3,N/A
CLORURO DE SODIO U.S.P.,3,N/A
SILDENAFIL CITRATO EQUIVALENTE A 50 MG DE SILDENAFIL BASE,3,N/A
KETOPROFENO (CALCULADO EN BASE SECA),3,N/A
SULPIRIDA,3,N/A
TRIMETOPRIM MICRONIZADO,3,N/A
OXTRIFILINA,3,N/A
